Timestamp,Open,High,Low,Close,Volume
2012-01-03,28.94,29.5,27.65,1.872,928100
2012-01-04,28.21,28.67,27.5,1.84733333333333,630100
2012-01-05,27.76,27.93,26.85,1.808,1005500
2012-01-06,27.2,27.79,26.41,1.794,986300
2012-01-09,27.0,27.49,26.12,1.81666666666667,897000
2012-01-10,27.44,27.76,27.25,1.84133333333333,671800
2012-01-11,27.62,28.38,27.3,1.882,672300
2012-01-12,28.48,28.62,27.805,1.88333333333333,729300
2012-01-13,28.4,28.5,22.64,1.51933333333333,5500400
2012-01-17,26.62,27.34,26.41,1.77333333333333,4651600
2012-01-18,26.69,26.88,26.25,1.78733333333333,1260200
2012-01-19,27.19,27.74,26.61,1.784,1246300
2012-01-20,26.9,27.0,26.4,1.77333333333333,662300
2012-01-23,26.81,27.21,26.6,1.78466666666667,594600
2012-01-24,26.63,27.68,26.4399,1.828,858000
2012-01-25,27.27,28.01,27.05,1.86466666666667,611200
2012-01-26,28.07,29.58,28.0,1.92933333333333,1271100
2012-01-27,28.5,29.72,28.5,1.95533333333333,748400
2012-01-30,29.49,29.61,28.529,1.97133333333333,729000
2012-01-31,29.9,30.0,28.87,1.938,956400
2012-02-01,29.07,29.7,29.0,1.972,523200
2012-02-02,29.72,30.88,29.605,2.01666666666667,805700
2012-02-03,30.41,31.33,30.25,2.07666666666667,764500
2012-02-06,31.1,31.9,31.05,2.12,652100
2012-02-07,31.8,31.8,30.82,2.10666666666667,1021600
2012-02-08,31.6,32.01,31.29,2.12866666666667,623700
2012-02-09,32.0,32.9,31.43,2.172,1277100
2012-02-10,32.26,32.2695,29.84,2.07333333333333,1874200
2012-02-13,31.55,32.06,30.9,2.09933333333333,1157900
2012-02-14,31.74,33.79,31.4,2.21133333333333,1810800
2012-02-15,33.1,34.41,32.27,2.24,2761800
2012-02-16,33.5,34.51,32.54,2.27866666666667,2219700
2012-02-17,33.99,34.97,33.5,2.33133333333333,1376700
2012-02-21,34.87,34.87,33.81,2.3,1135800
2012-02-22,34.5,34.72,32.5,2.28133333333333,1654600
2012-02-23,33.86,34.97,33.56,2.302,820400
2012-02-24,34.23,34.52,33.27,2.25,959900
2012-02-27,33.41,34.0,33.0,2.24133333333333,606000
2012-02-28,33.64,34.44,33.17,2.254,612200
2012-02-29,33.81,34.12,33.14,2.22733333333333,535700
2012-03-01,33.51,34.5,33.305,2.294,703500
2012-03-02,34.4,34.5,33.71,2.26933333333333,550000
2012-03-05,34.35,34.4,33.46,2.25133333333333,467000
2012-03-06,33.25,33.28,32.62,2.20733333333333,573800
2012-03-07,33.12,33.315,32.9105,2.208,364900
2012-03-08,33.11,33.49,33.04,2.20466666666667,633300
2012-03-09,33.2,35.31,33.2,2.316,1553400
2012-03-12,34.69,36.29,34.6,2.40066666666667,1963300
2012-03-13,36.51,36.59,35.5,2.406,1001600
2012-03-14,36.0,36.0,34.8,2.35266666666667,851500
2012-03-15,35.28,35.48,34.78,2.33333333333333,571600
2012-03-16,34.9,35.89,34.83,2.35466666666667,729300
2012-03-19,35.26,35.32,34.54,2.332,1015600
2012-03-20,34.98,35.2,34.57,2.33066666666667,567000
2012-03-21,34.94,35.3,34.6,2.34333333333333,607200
2012-03-22,34.97,35.15,34.3,2.29333333333333,522400
2012-03-23,34.26,34.63,33.15,2.272,1170600
2012-03-26,35.59,38.09,35.0414,2.49333333333333,3140500
2012-03-27,37.16,39.95,37.03,2.52933333333333,2539200
2012-03-28,37.78,38.44,37.1104,2.52333333333333,955000
2012-03-29,38.19,38.19,37.03,2.48866666666667,796400
2012-03-30,37.52,37.94,36.68,2.48266666666667,886400
2012-04-02,37.33,37.97,36.53,2.43866666666667,1028600
2012-04-03,36.7,38.4696,36.67,2.534,1098100
2012-04-04,35.27,35.49,34.69,2.33333333333333,4481800
2012-04-05,35.1,35.44,34.41,2.29866666666667,1509400
2012-04-09,34.1,34.29,33.1,2.21,1655700
2012-04-10,33.15,33.849,32.1,2.164,1847700
2012-04-11,33.24,33.29,32.01,2.206,1105500
2012-04-12,33.77,34.48,32.92,2.22933333333333,1033900
2012-04-13,33.94,34.04,32.85,2.23933333333333,649600
2012-04-16,33.41,33.7,32.09,2.15,1099600
2012-04-17,32.43,33.07,32.04,2.14933333333333,1115500
2012-04-18,32.09,32.75,31.53,2.17733333333333,823100
2012-04-19,32.75,33.43,32.5,2.21066666666667,774900
2012-04-20,33.14,33.7299,32.94,2.21066666666667,821800
2012-04-23,32.86,32.97,31.71,2.12933333333333,890800
2012-04-24,31.82,32.2,31.0,2.12133333333333,674500
2012-04-25,32.07,32.99,32.07,2.194,712200
2012-04-26,32.96,33.52,32.91,2.23266666666667,425300
2012-04-27,33.6,33.63,32.91,2.22266666666667,591000
2012-04-30,33.27,33.36,32.58,2.20866666666667,413900
