Timestamp,Open,High,Low,Close,Volume
2023-02-01,143.97,146.61,141.32,145.208835625496,77663633
2023-02-02,148.9,151.18,148.17,150.590638719915,118338980
2023-02-03,148.03,157.38,147.83,154.265042316847,154357337
2023-02-06,152.575,153.1,150.78,151.499254826765,69858306
2023-02-07,150.64,155.23,150.64,154.414814202592,83322551
2023-02-08,153.88,154.58,151.168,151.688965882042,64120079
2023-02-09,153.775,154.33,150.42,150.64056268183,56007143
2023-02-10,149.46,151.3401,149.22,151.01,57450708
2023-02-13,150.952,154.26,150.92,153.85,62199013
2023-02-14,152.12,153.77,150.86,153.2,61707573
2023-02-15,153.11,155.5,152.88,155.33,65669252
2023-02-16,153.51,156.33,153.3475,153.71,68167942
2023-02-17,152.35,153.0,150.85,152.55,59144118
2023-02-21,150.2,151.3,148.405,148.48,58867230
2023-02-22,148.87,149.95,147.16,148.91,51011305
2023-02-23,150.09,150.34,147.24,149.4,48394249
2023-02-24,147.11,147.19,145.7202,146.71,55469606
2023-02-27,147.71,149.17,147.45,147.92,44998470
2023-02-28,147.05,149.08,146.83,147.41,50546998
2023-03-01,146.83,147.2285,145.01,145.31,55478991
