Timestamp,Open,High,Low,Close,Volume
2018-01-02,312.0,322.11,311.0,21.3686666666667,4326988
2018-01-03,321.0,325.25,315.55,21.15,4185665
2018-01-04,312.87,318.55,305.68,20.9746666666667,9915932
2018-01-05,316.62,317.24,312.0,21.1053333333333,4578729
2018-01-08,316.0,337.02,315.5,22.4273333333333,9777059
2018-01-09,335.16,338.8,327.4,22.246,7109115
2018-01-10,332.2,337.0,330.0,22.32,4236168
2018-01-11,335.24,344.81,333.26,22.53,6619082
2018-01-12,338.63,340.41,333.67,22.4146666666667,4805025
2018-01-16,337.54,345.0,334.8,22.6706666666667,6392397
2018-01-17,340.47,349.0,339.75,23.144,7062337
2018-01-18,345.67,352.3,343.74,22.9713333333333,5619990
2018-01-19,345.0,350.59,342.6,23.3346666666667,4812052
2018-01-22,349.4,357.83,349.2,23.4373333333333,6157941
2018-01-23,360.0,360.5,351.0,23.5193333333333,5428872
2018-01-24,354.58,354.75,343.52,23.0593333333333,5251654
2018-01-25,348.27,349.2,336.4,22.5093333333333,6640964
2018-01-26,341.5,344.0,335.71,22.8566666666667,4515013
2018-01-29,339.85,350.85,338.28,23.302,4722025
2018-01-30,345.14,348.27,342.17,23.0546666666667,4696465
2018-01-31,347.51,356.19,345.19,23.6206666666667,6076998
2018-02-01,351.0,359.66,348.63,23.2833333333333,4163194
2018-02-02,348.44,351.95,340.51,22.9166666666667,3674909
2018-02-05,337.97,344.47,333.0,22.2086666666667,4053777
2018-02-06,325.21,336.22,323.5,22.2646666666667,4937928
2018-02-07,338.99,346.0,335.66,23.0,5846823
2018-02-08,343.31,348.62,314.6,21.0153333333333,9996464
2018-02-09,319.93,320.98,294.76,20.6946666666667,12795099
2018-02-12,316.13,318.08,306.25,21.0486666666667,6166161
2018-02-13,315.02,324.19,312.51,21.5773333333333,4506915
2018-02-14,320.84,326.17,318.52,21.4873333333333,3930911
2018-02-15,324.5,334.12,322.4,22.2713333333333,5892048
2018-02-16,332.5,343.12,331.64,22.366,5585810
2018-02-20,334.47,340.84,331.5,22.318,3996951
2018-02-21,336.03,339.69,333.17,22.22,3181755
2018-02-22,335.53,347.44,334.75,23.078,6940349
2018-02-23,347.83,354.99,347.1,23.47,5790795
2018-02-26,353.5,359.0,352.36,23.828,4312871
2018-02-27,356.25,359.99,350.01,23.3993333333333,4761537
2018-02-28,352.57,355.24,342.22,22.8706666666667,6042895
2018-03-01,345.01,348.67,330.07,22.062,6885601
2018-03-02,326.98,335.22,322.97,22.3413333333333,5092829
2018-03-05,332.39,337.75,329.29,22.2233333333333,3823769
2018-03-06,333.75,336.37,327.03,21.88,4285744
2018-03-07,325.44,332.5,321.74,22.1533333333333,5007297
2018-03-08,332.86,333.3,326.27,21.94,3476944
2018-03-09,324.1,328.49,322.37,21.8113333333333,5479716
2018-03-12,328.61,347.21,326.5,23.034,8212156
2018-03-13,328.61,347.21,326.5,22.7893333333333,5932110
2018-03-14,336.76,339.81,323.93,21.7753333333333,7932511
2018-03-15,329.38,332.85,321.1,21.7066666666667,6366922
2018-03-16,322.93,327.4,319.07,21.4233333333333,6058612
2018-03-19,316.5,320.75,309.67,20.904,7440766
2018-03-20,314.87,316.25,308.76,20.7033333333333,4726182
2018-03-21,310.25,322.44,310.19,21.102,5927881
2018-03-22,313.89,318.82,308.18,20.6066666666667,4914307
2018-03-23,311.25,311.25,300.45,20.1026666666667,6600538
2018-03-26,307.34,307.59,291.36,20.2786666666667,8324639
2018-03-27,304.0,304.27,277.18,18.612,13696168
2018-03-28,264.58,268.68,252.1,17.1853333333333,21001437
2018-03-29,256.49,270.96,248.21,17.742,15170749
2018-04-02,256.26,260.33,244.59,16.832,16113968
2018-04-03,269.82,273.35,254.49,17.8353333333333,18844384
2018-04-04,252.78,288.37,252.0,19.1293333333333,19896746
2018-04-05,289.34,306.26,288.2,20.3813333333333,19121101
2018-04-06,301.0,309.28,295.5,19.9533333333333,13520286
2018-04-09,300.37,309.5,289.21,19.3106666666667,10249805
2018-04-10,298.97,307.1,293.68,20.3133333333333,11024259
2018-04-11,300.74,308.98,299.66,20.062,7482945
2018-04-12,302.32,303.95,293.68,19.6053333333333,7608769
2018-04-13,303.6,303.95,295.98,20.0226666666667,7327223
2018-04-16,299.0,299.66,289.01,19.414,6338488
2018-04-17,288.87,292.17,282.51,19.1793333333333,7000023
2018-04-18,291.08,300.24,288.16,19.5566666666667,6557700
2018-04-19,291.08,301.01,288.55,20.0053333333333,6090599
2018-04-20,295.17,299.98,289.75,19.3493333333333,5627928
2018-04-23,291.29,291.62,282.33,18.8913333333333,4893378
2018-04-24,285.0,287.09,278.46,18.8973333333333,5685308
2018-04-25,283.5,285.16,277.25,18.7126666666667,4013574
2018-04-26,278.75,285.79,276.5,19.032,4356013
2018-04-27,285.37,294.47,283.83,19.6053333333333,4364626
2018-04-30,293.61,298.73,292.5,19.5933333333333,4228172
2018-05-01,293.51,300.82,293.22,19.9946666666667,4625603
2018-05-02,298.57,306.85,297.78,20.0766666666667,8970370
2018-05-03,278.79,288.04,275.23,18.9633333333333,17352130
2018-05-04,283.0,296.86,279.52,19.606,8569354
2018-05-07,297.5,305.96,295.17,20.1846666666667,8678224
2018-05-08,300.8,307.75,299.0,20.1313333333333,5930000
