Timestamp,Open,High,Low,Close,Volume
2020-01-02,1875.0,1898.01,1864.15,94.9005,4035910
2020-01-03,1864.5,1886.2,1864.5,93.7485,3766604
2020-01-06,1860.0,1903.69,1860.0,95.144,4065698
2020-01-07,1904.5,1913.89,1892.04,95.343,4134010
2020-01-08,1898.04,1911.0,1886.44,94.5985,3511966
2020-01-09,1909.89,1917.82,1895.8,95.0525,3174962
2020-01-10,1905.37,1906.94,1880.0,94.158,2856959
2020-01-13,1891.31,1898.0,1880.8,94.565,2753903
2020-01-14,1885.88,1887.11,1858.55,93.472,3446381
2020-01-15,1872.25,1878.86,1855.09,93.101,2896592
2020-01-16,1882.99,1885.59,1866.02,93.897,2659493
2020-01-17,1885.89,1886.64,1857.25,93.236,3997340
2020-01-21,1865.0,1894.27,1860.0,94.6,3643771
2020-01-22,1896.09,1902.5,1883.34,94.373,3216257
2020-01-23,1885.11,1889.98,1872.76,94.229,2484613
2020-01-24,1891.37,1894.99,1847.44,93.082,3766181
2020-01-27,1820.0,1841.0,1815.34,91.417,3528509
2020-01-28,1840.5,1858.11,1830.02,92.6625,2808040
2020-01-29,1864.0,1874.75,1855.02,92.9,2101390
2020-01-30,1858.0,1872.87,1850.61,93.534,6327438
2020-01-31,2051.47,2055.72,2002.27,100.436,15567283
2020-02-03,2010.6,2048.5,2000.25,100.21,5899094
2020-02-04,2029.88,2059.8,2015.37,102.4835,5289338
2020-02-05,2071.02,2071.02,2032.0,101.9935,4376174
2020-02-06,2041.02,2056.3,2024.8,102.5115,3182954
2020-02-07,2041.99,2098.53,2038.1,103.964,5095347
2020-02-10,2085.01,2135.6,2084.96,106.6955,5056235
2020-02-11,2150.9,2185.95,2136.0,107.54,5746011
2020-02-12,2163.2,2180.25,2155.29,108.0,3334264
2020-02-13,2144.99,2170.28,2142.0,107.4935,3031791
2020-02-14,2155.68,2159.04,2125.89,106.7435,2606169
2020-02-18,2125.02,2166.07,2124.11,107.7835,2951070
2020-02-19,2167.8,2185.1,2161.12,108.511,2561165
2020-02-20,2173.07,2176.79,2127.45,107.655,3131342
2020-02-21,2142.15,2144.55,2088.0,104.7985,4650740
2020-02-24,2003.18,2039.3,1987.97,100.4645,6546997
2020-02-25,2026.42,2034.6,1958.42,98.637,6219094
2020-02-26,1970.28,2014.67,1960.45,98.9795,5240402
2020-02-27,1934.38,1975.0,1882.76,94.215,8143993
2020-02-28,1814.63,1889.76,1811.13,94.1875,9493797
2020-03-02,1906.49,1954.51,1870.0,97.6975,6761651
2020-03-03,1975.37,1996.33,1888.09,95.4495,7534491
2020-03-04,1946.57,1978.0,1922.0,98.7915,4772919
2020-03-05,1933.0,1960.72,1910.0,96.2015,4748210
2020-03-06,1875.0,1910.87,1869.5,95.0545,5273580
2020-03-09,1773.86,1862.77,1761.29,90.0305,7813232
2020-03-10,1870.88,1894.27,1818.17,94.591,7133310
2020-03-11,1857.85,1871.32,1801.5,91.043,5646831
2020-03-12,1721.98,1765.0,1675.0,83.8305,11346214
2020-03-13,1755.0,1786.31,1680.62,89.25,8809725
2020-03-16,1641.51,1759.45,1626.03,84.4575,8917265
2020-03-17,1775.47,1857.78,1689.24,90.392,10917129
2020-03-18,1750.0,1841.66,1745.0,91.5,9596297
2020-03-19,1860.0,1945.0,1832.65,94.0465,10399943
2020-03-20,1926.31,1957.0,1820.73,92.3045,9817850
2020-03-23,1827.75,1919.4,1812.0,95.1415,7808489
2020-03-24,1951.5,1955.0,1900.34,97.005,7147080
2020-03-25,1920.69,1950.26,1885.78,94.292,6479073
